supplier_code,brand_code,category,description,size,stone_color,plating_color,supplier_price_usd,sale_price_eur,supplier_quantity,image_file,pdf_page
TE02-EM1603.5,TOP-168,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Green stone,0.9*3.5mm,Swarovski Green stone,Titanium Color,0.44,14.9,593,TE02-EM1603.5.webp,18
TE02-EM1605,TOP-169,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Green stone,0.9*5mm,Swarovski Green stone,Titanium Color,0.49,14.9,755,TE02-EM1605.webp,18
TE02G-143.5,TOP-170,Internally Threaded tops,PVD Gold ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Clear stone,1.2*3.5mm,Swarovski Clear Stone,PVD Gold,0.56,14.9,372,TE02G-143.5.webp,18
TE02G-1403C,TOP-171,Internally Threaded tops,PVD gold ASTM F136 titanium internally threaded Bezel Set Tops with Czech Clear stone,1.2*3.0mm,Czech Clear stone,PVD Gold,0.52,14.9,5,TE02G-1403C.webp,18
TE02G-1404,TOP-172,Internally Threaded tops,PVD Gold ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Clear stone,1.2*4mm,Swarovski Clear Stone,PVD Gold,0.56,14.9,118,TE02G-1404.webp,18
TE02G-1405,TOP-173,Internally Threaded tops,PVD Gold ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Clear stone,"1.2mm, 5mmTotal",Swarovski Clear Stone,PVD Gold,0.56,14.9,201,TE02G-1405.webp,18
TE02G-1406,TOP-174,Internally Threaded tops,PVD Gold ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Clear stone，1.2mm threaded,"1.2mm, 6mmTotal",Swarovski Clear Stone,PVD Gold,0.67,14.9,28,TE02G-1406.webp,18
TE02G-1407,TOP-175,Internally Threaded tops,"PVD Gold ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Clear stone,1.2mm threaded","1.2mm, 7mmTotal",Swarovski Clear Stone,PVD Gold,0.78,14.9,7,TE02G-1407.webp,18
TE02G-1408,TOP-176,Internally Threaded tops,"PVD Gold ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Clear stone,1.2mm threaded","1.2mm, 8mmTotal",Swarovski Clear Stone,PVD Gold,0.73,14.9,6,TE02G-1408.webp,18
TE02G-1603.5,TOP-177,Internally Threaded tops,PVD gold ASTM F136 titanium internally threaded Bezel Set Tops,0.9*3.5mm,Swarovski Clear Stone,PVD Gold,0.52,14.9,446,TE02G-1603.5.webp,18
TE02G-1604,TOP-178,Internally Threaded tops,PVD gold ASTM F136 titanium internally threaded Bezel Set Tops,0.9*4mm,Swarovski Clear Stone,PVD Gold,0.52,14.9,542,TE02G-1604.webp,18
TE02G-1605,TOP-179,Internally Threaded tops,PVD gold ASTM F136 titanium internally threaded Bezel Set Tops,0.9*5mm,Swarovski Clear Stone,PVD Gold,0.56,14.9,286,TE02G-1605.webp,18
TE02-LR1603.5,TOP-180,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski stone,0.9*3.5mm,Swarovski L.Rose stone,Titanium color,0.44,14.9,299,TE02-LR1603.5.webp,18
TE02-LR1604,TOP-181,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski stone,0.9*4mm,Swarovski L.Rose stone,Titanium color,0.44,14.9,221,TE02-LR1604.webp,18
TE02-LR1605,TOP-182,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski stone,0.9*5mm,Swarovski L.Rose stone,Titanium color,0.49,14.9,537,TE02-LR1605.webp,18
TE02-LS1405,TOP-183,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Light Siam stone,1.2*5mmTotal,Swarovski Light Siam stone,Titanium color,0.49,14.9,310,TE02-LS1405.webp,18
TE02-LT1604,TOP-189,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Light Topaz Crystal stone,0.9*4mm,Swarovski Light Topaz Crystal stone,Titanium Color,0.44,14.9,332,TE02-LT1604.webp,19
TE02-LT1605,TOP-190,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Light Topaz Crystal stone,0.9*5mm,Swarovski Light Topaz Crystal stone,Titanium Color,0.49,14.9,319,TE02-LT1605.webp,19
TE02-PD1604,TOP-191,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski stone,0.9*4mm,Swarovski Peridot stone,Titanium Color,0.44,14.9,115,TE02-PD1604.webp,19
TE02-PK1403.5,TOP-192,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski light rose stone,1.2*3.5mm,Swarovski Light Rose stone,Titanium color,0.44,14.9,135,TE02-PK1403.5.webp,19
TE02-PK1404,TOP-193,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski light rose stone,1.2*4mm,Swarovski L.Rose Stone,Titanium Color,0.44,14.9,184,TE02-PK1404.webp,19
TE02-PK1405,TOP-194,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Light rose stone,1.2*5mmTotal,Swarovski Light Rose stone,Titanium Color,0.49,14.9,149,TE02-PK1405.webp,19
TE02-TN1406,TOP-195,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski Tanzanite stone,1.2*6mm,Swarovski Tanzanite stone,Titanium color,0.62,14.9,9,TE02-TN1406.webp,19
TE02-TN1603.5,TOP-196,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski stone,0.9*3.5mm,Swarovski Tanzanite stone,Titanium color,0.44,14.9,193,TE02-TN1603.5.webp,19
TE02-TN1604,TOP-197,Internally Threaded tops,ASTM F136 titanium internally threaded Bezel Set Tops with Swarovski stone,0.9*4mm,Swarovski Tanzanite stone,Titanium color,0.44,14.9,321,TE02-TN1604.webp,19
TE03-OP05-1405,TOP-198,Internally Threaded tops,ASTM F136 Titanium threaded ends with 3 prong set synthetic Opal stone,1.2 mm threaded pin fit to 1.6mm bar 5mm balls(OP05),OP05,Titanium Color,2.22,14.9,83,TE03-OP05-1405.webp,19
TE03-OP05-1603,TOP-199,Internally Threaded tops,ASTM F136 Titanium threaded ends with 3 prong set synthetic Opal stone,0.9*3mm,OP05,Titanium Color,1.44,14.9,53,TE03-OP05-1603.webp,19
TE03-OP17-1405,TOP-200,Internally Threaded tops,ASTM F136 Titanium threaded ends with 3 prong set synthetic Opal stone,1.2*5mm,OP17,Titanium Color,2.22,14.9,198,TE03-OP17-1405.webp,19
TE03-OP17-1604,TOP-201,Internally Threaded tops,ASTM F136 Titanium threaded ends with 3 prong set synthetic Opal stone,0.9mm threaded pin fit to 1.2mm bar 4mm balls（OP17）,OP17,Titanium Color,1.78,14.9,194,TE03-OP17-1604.webp,19
TE03-OP18-1405,TOP-202,Internally Threaded tops,ASTM F136 Titanium threaded ends with 3 prong set synthetic Opal stone,1.2*5mm,OP18,Titanium Color,2.22,14.9,16,TE03-OP18-1405.webp,19
TE03-OP26-1404,TOP-203,Internally Threaded tops,ASTM F136 Titanium threaded ends with 3 prong set synthetic Opal stone,1.2*4mm,OP26,Titanium Color,1.78,14.9,3,TE03-OP26-1404.webp,19
TE03-OP38-1603,TOP-204,Internally Threaded tops,ASTM F136 Titanium threaded ends with 3 prong set synthetic Opal stone,0.9*3mm,OP38,Titanium Color,1.44,14.9,67,TE03-OP38-1603.webp,19
TE06-142.5,TOP-205,Internally Threaded tops,ASTM F136 Titanium threaded ball end,1.2*2.5mm,,Titanium Color,0.16,14.9,268,TE06-142.5.webp,19
TE06-162M0.8,TOP-206,Internally Threaded tops,ASTM F136 Titanium threaded ball end,0.8*2mm M0.8mm,,Titanium Color,0.16,14.9,9,TE06-162M0.8.webp,19
TE06-162.5M0.8,TOP-207,Internally Threaded tops,ASTM F136 Titanium threaded ball end,0.8*2.5mm M0.8mm,,Titanium Color,0.16,14.9,196,TE06-162.5M0.8.webp,19
TE06-1402,TOP-208,Internally Threaded tops,ASTM F136 Titanium threaded ball end,1.2*2mm,,Titanium Color,0.16,14.9,707,TE06-1402.webp,19
TE06-1404,TOP-209,Internally Threaded tops,ASTM F136 Titanium threaded ball end,1.2*4mm,,Titanium Color,0.16,14.9,15,TE06-1404.webp,19
TE06-1406,TOP-210,Internally Threaded tops,ASTM F136 Titanium threaded ball end,1.2*6mm,,Titanium Color,0.27,14.9,34,TE06-1406.webp,19
TE06G-142.5,TOP-216,Internally Threaded tops,ASTM F136 Titnaium internally threaded top pvd gold,1.2*2.5mm,,PVD gold color,0.28,14.9,299,TE06G-142.5.webp,20
TE06G-162.5,TOP-217,Internally Threaded tops,PVD gold ASTM F136 Titanium threaded ball end,0.9*2.5mm,,PVD gold color,0.28,14.9,798,TE06G-162.5.webp,20
TE06G-1403,TOP-218,Internally Threaded tops,PVD GOLD ASTM F136 Titanium threaded tops,1.2*3mm,,PVD gold color,0.28,14.9,522,TE06G-1403.webp,20
TE06G-1404,TOP-219,Internally Threaded tops,PVD gold ASTM F136 Titanium threaded ball end,1.2*4mm,,PVD gold color,0.28,14.9,403,TE06G-1404.webp,20
TE06G-1405,TOP-220,Internally Threaded tops,PVD gold ASTM F136 Titanium threaded ball end,1.2*5mm,,PVD gold color,0.28,14.9,104,TE06G-1405.webp,20
TE06G-1602,TOP-221,Internally Threaded tops,PVD gold ASTM F136 Titanium threaded ball end,0.9*2.0mm,,PVD gold color,0.28,14.9,266,TE06G-1602.webp,20
TE06G-1603,TOP-222,Internally Threaded tops,PVD gold ASTM F136 Titanium threaded ball end,0.9*3mm,,PVD gold color,0.28,14.9,202,TE06G-1603.webp,20
TE06G-1604,TOP-223,Internally Threaded tops,PVD gold ASTM F136 Titanium threaded ball end,0.9*4mm,,PVD gold color,0.28,14.9,74,TE06G-1604.webp,20
TE06G-1605,TOP-224,Internally Threaded tops,PVD gold ASTM F136 Titanium threaded ball end,0.9*5mm,,PVD gold color,0.28,14.9,451,TE06G-1605.webp,20
TE16-1604,TOP-225,Internally Threaded tops,ASTM F136 Titanium Threaded plan faced moon end,0.9*4mm for 1.2mm bars,,Titanium color,0.22,14.9,100,TE16-1604.webp,20
TE16G-1604,TOP-226,Internally Threaded tops,PVD gold ASTM F136 Titanium Threaded plan faced moon end,0.9*4mm for 1.2mm bars,,PVD gold color,0.34,14.9,73,TE16G-1604.webp,20
TE32-1603,TOP-227,Internally Threaded tops,ASTM F136 Titanium internally threaded ball end,0.9*3mm,,Titanium Color,0.33,14.9,82,TE32-1603.webp,20
TE32-1604,TOP-228,Internally Threaded tops,ASTM F136 Titanium internally threaded ball end,0.9*4mm,,Titanium Color,0.33,14.9,391,TE32-1604.webp,20
TE63-16,TOP-229,Internally Threaded tops,ASTM F136 Titanium threaded tops with star shape,0.9*3mm,,Titanium Color,0.22,14.9,163,TE63-16.webp,20
TE63G-16,TOP-230,Internally Threaded tops,PVD gold plated over ASTM F136 Titanium threaded top,0.9*3mm,,PVD Gold,0.34,14.9,53,TE63G-16.webp,20
TE65-16,TOP-231,Internally Threaded tops,ASTM F136 Titanium threaded tops,0.9*4mm,,Titanium Color,0.22,14.9,99,TE65-16.webp,20
TE65G-16,TOP-232,Internally Threaded tops,PVD gold plated over ASTM F136 Titanium threaded top,0.9*4mm,,PVD Gold,0.34,14.9,110,TE65G-16.webp,20
TE99-1403,TOP-233,Internally Threaded tops,ASTM F136 Titanium threaded top,1.2*3mm,,Titanium Color,0.44,14.9,314,TE99-1403.webp,20
TE99-1602,TOP-234,Internally Threaded tops,ASTM F136 Titanium disc threaded top,0.9*2mm,,Titanium Color,0.33,14.9,88,TE99-1602.webp,20
TE99G-1603,TOP-235,Internally Threaded tops,PVD gold ASTM F136 Titanium disc threaded top,0.9*3mm,,PVD Gold,0.56,14.9,175,TE99G-1603.webp,20
TE99G-1604,TOP-236,Internally Threaded tops,PVD gold ASTM F136 Titanium disc threaded top,0.9*4mm,,PVD Gold,0.56,14.9,182,TE99G-1604.webp,20
TE414-2,TOP-237,Internally Threaded tops,ATM F136 titanium threaded tops,0.9*2mm,,Titanium Color,0.22,14.9,105,TE414-2.webp,20
TE414G-5,TOP-243,Internally Threaded tops,ASTM F136 Titanium threaded Tops PVD gold,0.9*5mm,,PVD gold color,0.34,14.9,345,TE414G-5.webp,21
TF01-2,TOP-244,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops,2mm,Clear CZ,Titanium color,0.42,14.9,1741,TF01-2.webp,21
TF01-3,TOP-245,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops,3mm,Clear CZ,Titanium color,0.51,14.9,1772,TF01-3.webp,21
TF01-4,TOP-246,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops,4mm,Clear CZ,Titanium color,0.51,14.9,668,TF01-4.webp,21
TF01-5,TOP-247,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops,5mm,Clear CZ,Titanium color,0.67,14.9,1261,TF01-5.webp,21
TF01-6,TOP-248,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops,6mm,Clear CZ,Titanium color,0.78,14.9,52,TF01-6.webp,21
TF01-AQ2,TOP-249,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops+Aqua CZ stone,2mm,Auqa CZ,Titanium color,0.42,14.9,11,TF01-AQ2.webp,21
TF01-AQ3,TOP-250,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops+Aqua CZ stone,3mm,Auqa CZ,Titanium color,0.53,14.9,119,TF01-AQ3.webp,21
TF01-BK2,TOP-251,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops+black cz,2mm,Black CZ,Titanium color,0.44,14.9,754,TF01-BK2.webp,21
TF01-BK2.5,TOP-252,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops+black cz,2.5mm,Black CZ,Titanium Color,0.44,14.9,283,TF01-BK2.5.webp,21
TF01-BK3,TOP-253,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops,3mm,Black CZ,Titanium Color,0.51,14.9,285,TF01-BK3.webp,21
TF01-BK4,TOP-254,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops,4mm,Black CZ,Titanium Color,0.56,14.9,308,TF01-BK4.webp,21
TF01-BL3,TOP-255,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops,3mm,Blue CZ,Titanium Color,0.44,14.9,19,TF01-BL3.webp,21
TF01-EM2,TOP-256,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops+Emerald CZ stone,2mm,Emerald CZ,Titanium Color,0.49,14.9,94,TF01-EM2.webp,21
TF01-EM3,TOP-257,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops+Emerald CZ stone,3mm,Emerald CZ,Titanium Color,0.56,14.9,13,TF01-EM3.webp,21
TF01-EM4,TOP-258,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops+Emerald CZ stone,4mm,Emerald CZ,Titanium Color,0.67,14.9,70,TF01-EM4.webp,21
TF01G-2.5,TOP-259,Threadless Tops,PVD GOLD ASTM F136 Titanium Threadless Tops,2.5mm,Clear CZ,PVD gold color,0.54,14.9,235,TF01G-2.5.webp,21
TF01G-4,TOP-260,Threadless Tops,PVD GOLD ASTM F136 Titanium Threadless Tops,4mm,Clear CZ,PVD gold color,0.63,14.9,130,TF01G-4.webp,21
TF01G-5,TOP-261,Threadless Tops,PVD GOLD ASTM F136 Titanium Threadless Tops,5mm,Clear CZ,PVD gold color,0.79,14.9,24,TF01G-5.webp,21
TF01G-6,TOP-262,Threadless Tops,PVD GOLD ASTM F136 Titanium Threadless Tops,6mm,Clear CZ,PVD gold color,0.9,14.9,116,TF01G-6.webp,21
TF01G-AQ2,TOP-263,Threadless Tops,ASTM F136 Titanium threadless tops,2mm,Aqua CZ,Titanium Color,0.56,14.9,60,TF01G-AQ2.webp,21
TF01-GN2,TOP-264,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops+Garnet cz,2mm,Garnet CZ,Titanium Color,0.42,14.9,98,TF01-GN2.webp,21
TF01-PK3,TOP-270,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops,3mm,Pink CZ,Titanium Color,0.51,14.9,209,TF01-PK3.webp,22
TF01-PK4,TOP-271,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops,4mm,Pink CZ,Titanium Color,0.56,14.9,55,TF01-PK4.webp,22
TF01-PU3,TOP-272,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless Tops+Purple CZ stone,3mm,Purple CZ,Titanium Color,0.44,14.9,17,TF01-PU3.webp,22
TF01R-3,TOP-273,Threadless Tops,PVD rose GOLD ASTM F136 Titanium Threadless Tops,3mm,Clear CZ,PVD Rose Gold,0.63,14.9,76,TF01R-3.webp,22
TF01R-4,TOP-274,Threadless Tops,PVD rose GOLD ASTM F136 Titanium Threadless Tops,4mm,Clear CZ,PVD Rose Gold,0.63,14.9,246,TF01R-4.webp,22
TF01R-5,TOP-275,Threadless Tops,PVD rose GOLD ASTM F136 Titanium Threadless Tops,5mm,Clear CZ,PVD Rose gold Color,0.79,14.9,40,TF01R-5.webp,22
TF01-VM4,TOP-276,Threadless Tops,ASTM F136 Titanium Threadless Tops with VM CZ,4mm,Vitrail Medium CZ,Titanium Color,0.56,14.9,51,TF01-VM4.webp,22
TF01-VM5,TOP-277,Threadless Tops,ASTM F136 Titanium Threadless Tops with VM CZ,5mm,Vitrail Medium CZ,Titanium Color,0.67,14.9,297,TF01-VM5.webp,22
TF02-2,TOP-278,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless ball Top,2mm,,Titanium color,0.16,14.9,908,TF02-2.webp,22
TF02-2.5,TOP-279,Threadless Tops,ASTM F136 Titanium threadless top,2.5mm,,Titanium color,0.16,14.9,452,TF02-2.5.webp,22
TF02-3,TOP-280,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless ball Top,3mm,,Titanium color,0.16,14.9,2851,TF02-3.webp,22
TF02-4,TOP-281,Threadless Tops,Ti-6AL4V-ELi ASTM F136 Titanium Threadless ball Top,4mm,,Titanium color,0.16,14.9,258,TF02-4.webp,22
TF02-5,TOP-282,Threadless Tops,ASTM F136 Titanium threadless top,5.0mm,,Titanium color,0.18,14.9,747,TF02-5.webp,22
TF02-5P,TOP-283,Threadless Tops,ASTM F136 Titanium threadless tops,5mm,,Titanium color,0.27,14.9,170,TF02-5P.webp,22
TF02G-2,TOP-284,Threadless Tops,PVD gold Ti-6AL4V-ELi ASTM F136 Titanium Threadless ball Top,2mm,,PVD gold color,0.28,14.9,60,TF02G-2.webp,22
TF02G-2.5,TOP-285,Threadless Tops,PVD gold Ti-6AL4V-ELi ASTM F136 Titanium Threadless ball Top,2.5mm,,PVD gold color,0.28,14.9,425,TF02G-2.5.webp,22
TF02G-3,TOP-286,Threadless Tops,PVD gold Ti-6AL4V-ELi ASTM F136 Titanium Threadless ball Top,3mm,,PVD gold color,0.28,14.9,1,TF02G-3.webp,22
TF02G-4,TOP-287,Threadless Tops,PVD gold Ti-6AL4V-ELi ASTM F136 Titanium Threadless ball Top,4mm,,PVD gold color,0.28,14.9,1,TF02G-4.webp,22
TF02G-5,TOP-288,Threadless Tops,PVD gold Ti-6AL4V-ELi ASTM F136 Titanium Threadless ball Top,5mm,,PVD gold color,0.28,14.9,839,TF02G-5.webp,22
TF02R-2,TOP-289,Threadless Tops,PVD GOLD ASTM F136 Titanium Threadless ball Top,2mm,,PVD Rose gold Color,0.28,14.9,216,TF02R-2.webp,22
TF02R-2.5,TOP-290,Threadless Tops,PVD GOLD ASTM F136 Titanium Threadless ball Top,2.5mm,,PVD Rose gold Color,0.28,14.9,311,TF02R-2.5.webp,22
TF02R-3,TOP-291,Threadless Tops,PVD GOLD ASTM F136 Titanium Threadless ball Top,3mm,,PVD Rose gold Color,0.28,14.9,259,TF02R-3.webp,22
TF05-4,TOP-297,Threadless Tops,ASTM F136 Titanium Threadless ends+5A grade white bezeled CZ stone,4mm,Clear CZ,Titanium Color,0.47,14.9,173,TF05-4.webp,23
TF05-5,TOP-298,Threadless Tops,ASTM F136 Titanium Threadless ends+5A grade white bezeled CZ stone,5mm,Clear CZ,Titanium color,0.47,14.9,259,TF05-5.webp,23
TF05-AB2,TOP-299,Threadless Tops,ASTM F136 Titanium Threadless Top,2mmTotal,AB CZ,Titanium Color,0.4,14.9,5,TF05-AB2.webp,23
TF05-AB2.5,TOP-300,Threadless Tops,ASTM F136 Titanium Threadless Top,0.48*4.5+2.5mm,AB CZ,Titanium Color,0.4,14.9,64,TF05-AB2.5.webp,23
TF05-AB4,TOP-301,Threadless Tops,ASTM F136 Titanium threadless tops,4mmTotal,AB CZ,Titanium Color,0.47,14.9,27,TF05-AB4.webp,23
TF05-DC2.5,TOP-302,Threadless Tops,ASTM F136 Titanium threadless tops with D- champagne CZ,2.5MM,D- Champagne CZ,Titanium Color,0.4,14.9,15,TF05-DC2.5.webp,23
TF05G-1.5,TOP-303,Threadless Tops,PVD Gold over ASTM F136 Titanium threadless labret end+ white zirconia,1.5mmTotal,Clear CZ,PVD gold color,0.52,14.9,532,TF05G-1.5.webp,23
TF05G-2,TOP-304,Threadless Tops,PVD Gold over ASTM F136 Titanium threadless labret end+ white zirconia,2mmTotal,Clear CZ,PVD gold color,0.52,14.9,775,TF05G-2.webp,23
TF05G-2.5,TOP-305,Threadless Tops,PVD Gold over ASTM F136 Titanium threadless labret end+ white zirconia,2.5mm,Clear CZ,PVD gold color,0.52,14.9,360,TF05G-2.5.webp,23
TF05G-4,TOP-306,Threadless Tops,PVD Gold over ASTM F136 Titanium threadless labret end+ white zirconia,4mm,Clear CZ,PVD gold color,0.59,14.9,427,TF05G-4.webp,23
TF05G-5,TOP-307,Threadless Tops,PVD Gold over ASTM F136 Titanium threadless labret end+ white zirconia,5mm,Clear CZ,PVD gold color,0.59,14.9,346,TF05G-5.webp,23
TF05G-AB2,TOP-308,Threadless Tops,PVD Gold over ASTM F136 Titanium threadless labret end+ white zirconia,0.48*4.5+2mm,AB CZ,PVD Gold,0.52,14.9,19,TF05G-AB2.webp,23
TF05G-AB2.5,TOP-309,Threadless Tops,PVD Gold over ASTM F136 Titanium threadless labret end+ AB CZ,0.48*4.5+2.5mm,AB CZ,PVD Gold,0.52,14.9,2,TF05G-AB2.5.webp,23
TF05G-AB3,TOP-310,Threadless Tops,PVD Gold over ASTM F136 Titanium threadless labret end+ AB CZ,0.48*4.5+3mm,AB CZ,PVD Gold,0.52,14.9,2,TF05G-AB3.webp,23
TF05G-VM2,TOP-311,Threadless Tops,ASTM F136 Titanium Threadless ends with VM CZ,0.48*4.5+2mm,VM CZ,PVD Gold,0.52,14.9,84,TF05G-VM2.webp,23
TF05G-VM2.5,TOP-312,Threadless Tops,ASTM F136 Titanium Threadless ends with VM CZ,0.48*4.5+2.5mm,VM CZ,PVD Gold,0.52,14.9,8,TF05G-VM2.5.webp,23
TF05G-VM3,TOP-313,Threadless Tops,ASTM F136 Titanium Threadless ends with VM CZ,0.48*4.5+3mm,VM CZ,PVD Gold,0.52,14.9,14,TF05G-VM3.webp,23
TF05-LTS2,TOP-314,Threadless Tops,ASTM F136 Titanium threadless tops,2mm,Light Sapphire Stone,Titanium Color,0.44,14.9,10,TF05-LTS2.webp,23
TF05-LTS2.5,TOP-315,Threadless Tops,ASTM F136 Titanium threadless tops,2.5mm,Light Sapphire Stone,Titanium Color,0.44,14.9,52,TF05-LTS2.5.webp,23
TF05-LTS3,TOP-316,Threadless Tops,ASTM F136 Titanium threadless tops,3.0mm,Light Sapphire Stone,Titanium Color,0.44,14.9,3,TF05-LTS3.webp,23
TF05-RO3,TOP-317,Threadless Tops,ASTM F136 Titanium Threadless ends+rose opal bezeled stone,3mm,Rose Opal,Titanium Color,0.49,14.9,53,TF05-RO3.webp,23
TF05-VM3,TOP-318,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5+3mm,Vitrail Medium CZ,Titanium Color,0.4,14.9,328,TF05-VM3.webp,23
TF07-3,TOP-324,Threadless Tops,ASTM F136 Titanium threadless end,2.8*3mmTotal，1.5mm Balls,,Titanium color,0.96,14.9,594,TF07-3.webp,24
TF07-4,TOP-325,Threadless Tops,ASTM F136 Titanium threadless tops,"3.7*4mmTotal, 2mm Ball",,Titanium color,1.0,14.9,1294,TF07-4.webp,24
TF07G-3,TOP-326,Threadless Tops,ASTM F136 Titanium threadless end,"2.8*3mmTotal, 1.5mm Ball",,PVD gold color,1.08,14.9,307,TF07G-3.webp,24
TF07G-4,TOP-327,Threadless Tops,ASTM F136 Titanium threadless end,3.7*4mmTop，2mm Ball,,PVD gold color,1.12,14.9,334,TF07G-4.webp,24
TF25,TOP-328,Threadless Tops,ASTM F136 Titanium threadless tops,3mm,,Titanium Color,0.29,14.9,60,TF25.webp,24
TF27-34,TOP-329,Threadless Tops,ASTM F136 Titanium threadless tops,3mm*4mm,,Titanium color,0.33,14.9,574,TF27-34.webp,24
TF61-2,TOP-330,Threadless Tops,ASTM F136 TItanium Threadless end,2mm,,Titanium color,0.16,14.9,200,TF61-2.webp,24
TF61-2.5,TOP-331,Threadless Tops,ASTM F136 Titanium Threadless Top,2.5mm,,Titanium color,0.16,14.9,11,TF61-2.5.webp,24
TF61-3,TOP-332,Threadless Tops,ASTM F136 TItanium Threadless end,3mm,,Titanium color,0.16,14.9,67,TF61-3.webp,24
TF61G-2,TOP-333,Threadless Tops,PVD gold threadless tops,2mm,,PVD gold color,0.28,14.9,83,TF61G-2.webp,24
TF61G-2.5,TOP-334,Threadless Tops,PVD Gold Color ASTM F136 Titanium Threadless Top,2.5mm,,PVD gold color,0.28,14.9,39,TF61G-2.5.webp,24
TF61G-3,TOP-335,Threadless Tops,PVD gold threadless tops,3mm,,PVD gold color,0.28,14.9,42,TF61G-3.webp,24
TF61G-4,TOP-336,Threadless Tops,PVD gold threadless tops,4mm,,PVD gold color,0.28,14.9,40,TF61G-4.webp,24
TF103-4,TOP-337,Threadless Tops,ASTM F136 Titanium Threadless Bezel Swarovski Clear Stone Top(flat),4mm,Swarovski Clear Stone,Titanium Color,0.4,14.9,26,TF103-4.webp,24
TF103-AQ3,TOP-338,Threadless Tops,ASTM F136 Titanium Threadless Bezel Swarovski Aqua Stone Top(Flat Back),Total: 3mm CZ 2.5mm,Swarovski Aqua Stone,Titanium Color,0.4,14.9,204,TF103-AQ3.webp,24
TF103-BK3,TOP-339,Threadless Tops,ASTM F136 Titanium Threadless Bezel Swarovski Black Stone Top(Flat Back),3mmTotal；CZ 2.5mm,Swarovski Black Stone,Titanium Color,0.4,14.9,30,TF103-BK3.webp,24
TF103G-AB3,TOP-340,Threadless Tops,PVD Gold Color ASTM F136 Titanium Threadless Bezel Swarovski AB Stone Top(Flat Back),Total: 3mm CZ 2.5mm,Swarovski AB Stone,PVD Gold,0.52,14.9,51,TF103G-AB3.webp,24
TF103G-AQ3,TOP-341,Threadless Tops,PVD Gold Color ASTM F136 Titanium Threadless Bezel Swarovski Aqua Stone Top(Flat Back),Total: 3mm CZ 2.5mm,Swarovski Aqua Stone,PVD Gold,0.52,14.9,146,TF103G-AQ3.webp,24
TF103G-BK3,TOP-342,Threadless Tops,PVD Gold Color ASTM F136 Titanium Threadless Bezel Swarovski Black Stone Top(Flat Back),Total: 3mm CZ 2.5mm,Swarovski Black Stone,PVD Gold,0.52,14.9,93,TF103G-BK3.webp,24
