supplier_code,brand_code,category,description,size,stone_color,plating_color,supplier_price_usd,sale_price_eur,supplier_quantity,image_file,pdf_page
TFV616,TOP-898,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm,Clear CZ,Titanium color,2.78,17.9,14,TFV616.webp,96
TFV1413-LP,TOP-899,Threadless Tops,ASTM F136 Titanium threaded tops,0.45*4.5mm,Lapis Stone,Titanium color,1.78,14.9,20,TFV1413-LP.webp,96
TFV2167G,TOP-900,Threadless Tops,PVD Gold ASTM F136 Titanium Threadless Top,13.2*9.7mmTotal,Clear CZ,PVD Gold,3.56,19.9,12,TFV2167G.webp,96
TFV2168-AQ,TOP-901,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm；CZ 2*4mm,Aqua CZ,Titanium Color,1.78,14.9,33,TFV2168-AQ.webp,96
TFV2168-BL,TOP-902,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm,Blue CZ,Titanium Color,1.78,14.9,9,TFV2168-BL.webp,96
TFV2168-CL,TOP-903,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm；CZ 2*4mm,Clear CZ,Titanium color,1.78,14.9,149,TFV2168-CL.webp,96
TFV2168G-CL,TOP-904,Threadless Tops,PVD gold color ASTM F136 Titanium threadless tops,0.45*4.5mm；CZ 4*2mm,Clear CZ,PVD gold color,1.9,14.9,1,TFV2168G-CL.webp,96
TFV2168-GN,TOP-905,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm，CZ 2*4mm,Green CZ,Titanium color,1.78,14.9,79,TFV2168-GN.webp,96
TFV2168G-VM,TOP-906,Threadless Tops,PVD GOLD ASTM F136 Titanium threadless tops,0.45*4.5mm；CZ 4*2mm,Vitrail Medium CZ,PVD gold color,1.9,14.9,113,TFV2168G-VM.webp,96
TFV2168-VM,TOP-907,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm；CZ 2*4mm,Vitrail Medium CZ,Titanium color,1.78,14.9,1,TFV2168-VM.webp,96
TFV2168-YL,TOP-908,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm；CZ 2*4mm,Yellow CZ,Titanium color,1.78,14.9,35,TFV2168-YL.webp,96
TFV2169G-OP17,TOP-909,Threadless Tops,ASTM F136 Titanium Threadless Push pin top+pvd gold +opal 17,0.45*4.5mm；CZ 4*2mm,OP17,PVD Gold,2.01,14.9,105,TFV2169G-OP17.webp,96
TFV2169G-OP38,TOP-910,Threadless Tops,PVD gold color ASTM F136 Titanium threadless tops,0.45*4.5mm；CZ 4*2m,OP38,PVD Gold,2.01,14.9,94,TFV2169G-OP38.webp,96
TFV2169-OP17,TOP-911,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm,OP17,Titanium Color,1.89,14.9,84,TFV2169-OP17.webp,96
TFV2169-OP38,TOP-912,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm；CZ 4*2mm,OP38,Titanium Color,1.89,14.9,97,TFV2169-OP38.webp,96
TFV2214,TOP-913,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm,Clear CZ,Titanium color,2.44,14.9,16,TFV2214.webp,96
TFV2325,TOP-919,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm,Clear CZ,Titanium color,2.44,14.9,87,TFV2325.webp,97
TFV2504G-CL,TOP-920,Threadless Tops,PVD GOLD ASTM F136 Titanium threadless tops,0.45*4.5mm,Clear CZ,PVD gold color,4.22,19.9,40,TFV2504G-CL.webp,97
TFV3112,TOP-921,Threadless Tops,ASTM F136 Titanium Threadess Top,0.45*4.5mm,Clear CZ,Titanium color,3.44,17.9,37,TFV3112.webp,97
TFV3117,TOP-922,Threadless Tops,ASTM F136 titanium threadless top with CZ stones,0.45*4.5mm,Red/Clear CZ,Titanium color,3.44,17.9,7,TFV3117.webp,97
TFV3117G,TOP-923,Threadless Tops,PVD gold ASTM F136 titanium threadless top with CZ stones,0.45*4.5mm,Red/Clear CZ,PVD gold color,3.56,19.9,42,TFV3117G.webp,97
TFV4041,TOP-924,Threadless Tops,ASTM F136 titanium threadless top with CZ stones,0.45*4.5mm,Peridot CZ,Titanium Color,4.11,19.9,74,TFV4041.webp,97
TFV4041G,TOP-925,Threadless Tops,PVD gold ASTM F136 titanium threadless top with CZ stones,0.45*4.5+6*8.9mm,Peridot CZ,PVD gold color,4.23,19.9,72,TFV4041G.webp,97
TFV4042,TOP-926,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5mm,Peridot CZ,Titanium Color,4.11,19.9,147,TFV4042.webp,97
TFV4042G,TOP-927,Threadless Tops,PVD Gold ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5mm,Peridot CZ,PVD gold color,4.23,19.9,78,TFV4042G.webp,97
TFV4043,TOP-928,Threadless Tops,ASTM F 136 Titanium threadless tops with peridot CZ,0.45*4.5mm,Peridot CZ,Titanium Color,3.67,19.9,78,TFV4043.webp,97
TFV4043G,TOP-929,Threadless Tops,PVD gold ASTM F 136 Titanium threadless tops with peridot CZ,0.45*4.5mm,Peridot CZ,PVD gold color,3.79,19.9,103,TFV4043G.webp,97
TFV4046,TOP-930,Threadless Tops,ASTM F 136 Titanium threadless tops with Clear CZ,0.45*4.5mm;CZ RD 1MM=3 MQ1.5*3MM=2,Clear CZ,Titanium color,3.67,19.9,75,TFV4046.webp,97
TFV4047,TOP-931,Threadless Tops,ASTM F136 Titanium Threadess Top,0.45*4.5mm CZ RD 1.4MM=4 MQ 2*4MM=1,Clear CZ,Titanium color,3.44,17.9,49,TFV4047.webp,97
TFV4048,TOP-932,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5mm,Clear CZ,Titanium color,3.67,19.9,19,TFV4048.webp,97
TFV4051,TOP-933,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5+7*4.6mm,Clear CZ,Titanium color,3.44,17.9,95,TFV4051.webp,97
TFV4051G,TOP-934,Threadless Tops,PVD gold color ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5+7*4.6mm,Clear CZ,PVD gold color,3.56,19.9,78,TFV4051G.webp,97
TFV4055G,TOP-935,Threadless Tops,PVD Gold Color ASTM F136 Titanium Threadless Top,0.45*4.5mm CZ RD 1.8MM=1,Clear CZ,PVD gold color,3.56,19.9,44,TFV4055G.webp,97
TFV4057,TOP-936,Threadless Tops,ASTM F136 titanium threadless top with CZ stones,0.45*4.5mm;6.4*4.5mm,Clear CZ,Titanium color,3.44,17.9,83,TFV4057.webp,97
TFV4057G,TOP-937,Threadless Tops,PVD gold ASTM F136 titanium threadless top with CZ stones,0.45*4.5mm;6.4*4.5mm,Clear CZ,PVD gold color,3.56,19.9,4,TFV4057G.webp,97
TFV4058,TOP-938,Threadless Tops,ASTM F 136 Titanium threadless Tops,0.45*4.5mm；5*6.5mm,Green CZ,Titanium color,3.44,17.9,73,TFV4058.webp,97
TFV4058G,TOP-939,Threadless Tops,PVD golod color ASTM F 136 Titanium threadless Tops,0.45*4.5mm；5*6.5mm,Green CZ,PVD gold color,3.56,19.9,33,TFV4058G.webp,97
TFV4059,TOP-940,Threadless Tops,ASTM F136 titanium threadless top with CZ stones,0.45*4.5mm;6.5*6mm； RD 3mm,Violet CZ,Titanium color,3.44,17.9,53,TFV4059.webp,97
TFV4059G,TOP-941,Threadless Tops,PVD gold ASTM F136 titanium threadless top with CZ stones,0.45*4.5mm CZ RD 3MM=1,Violet CZ,PVD gold color,3.56,19.9,28,TFV4059G.webp,97
TFV5033G-OL,TOP-942,Threadless Tops,PVD gold plated over ASTM F136 Titanium threadless top+cubic zircon,15.3*4.2mm totalCZ SQ 4*4MM=1,D-Peridot CZ,PVD Gold,4.68,24.9,84,TFV5033G-OL.webp,97
TFV31137,TOP-948,Threadless Tops,ASTM F136 Titanium Threadess Top,0.45*4.5mm,Clear CZ,Titanium Color,3.44,17.9,57,TFV31137.webp,98
TFV31137G,TOP-949,Threadless Tops,PVD Gold ASTM F136 Titanium Threadess Top,0.45*4.5mm,Clear CZ,PVD gold color,3.56,19.9,60,TFV31137G.webp,98
TFV31151,TOP-950,Threadless Tops,ASTM F136 Titanium Threadess Top,0.45*4.5mm， 6.9*6.5mmTotal,Clear CZ,Titanium Color,4.56,24.9,24,TFV31151.webp,98
TFV31152G,TOP-951,Threadless Tops,PVD gold ASTM F136 titanium threadless top with CZ stones,0.45*4.5mm,Amethyst CZ,PVD gold color,4.22,19.9,55,TFV31152G.webp,98
TFV40384,TOP-952,Threadless Tops,ASTM F136 titanium threadless top with CZ stones,0.45*4.5mm；6.2*7.4mm,Clear CZ,Titanium Color,5.22,24.9,49,TFV40384.webp,98
TFV40384G,TOP-953,Threadless Tops,PVD gold ASTM F136 titanium threadless top with CZ stones,0.45*4.5mm,Clear CZ,PVD gold color,5.34,24.9,41,TFV40384G.webp,98
TFV40386,TOP-954,Threadless Tops,ASTM F136 Titanium Threadess Top,0.45*4.5mm；6*6.4mm,Clear CZ,Titanium Color,4.56,24.9,67,TFV40386.webp,98
TFV40414,TOP-955,Threadless Tops,ASTM F136 Titanium Threadess Top,0.45*4.5mm,Clear CZ,Titanium Color,3.67,19.9,72,TFV40414.webp,98
TFV40414G,TOP-956,Threadless Tops,PVD Gold ASTM F136 Titanium Threadess Top,0.45*4.5mm,Clear CZ,PVD gold color,3.79,19.9,67,TFV40414G.webp,98
TFV40415G,TOP-957,Threadless Tops,PVD gold color ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5mm,Clear CZ,PVD gold color,3.56,19.9,7,TFV40415G.webp,98
TFV40416,TOP-958,Threadless Tops,ASTM F136 Titanium Threadess Top,0.45*4.5mm,Clear CZ,Titanium Color,3.89,19.9,49,TFV40416.webp,98
TFV40416G,TOP-959,Threadless Tops,PVD Gold ASTM F136 Titanium Threadess Top,0.45*4.5mm； 7.9*9.5mmTotal,Clear CZ,PVD gold color,4.01,19.9,3,TFV40416G.webp,98
TFV40442,TOP-960,Threadless Tops,ASTM F 136 Titanium threadless Tops,0.45*4.5mm;10*2.4mm,Clear CZ,Titanium Color,3.44,17.9,15,TFV40442.webp,98
TFV40452,TOP-961,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5MM,Clear CZ,Titanium Color,3.44,17.9,14,TFV40452.webp,98
TFV40452G,TOP-962,Threadless Tops,PVD Gold ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5mm,Clear CZ,PVD gold color,3.56,19.9,61,TFV40452G.webp,98
TFV40484,TOP-963,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5MM CZ MQ 2*4MM=1 PR 2*3MM=1,Clear CZ,Titanium Color,3.67,19.9,1,TFV40484.webp,98
TFV40513G,TOP-964,Threadless Tops,PVD gold ASTM F136 titanium threadless top with CZ stones,0.45*4.5mm,Clear CZ,PVD gold color,4.22,19.9,22,TFV40513G.webp,98
TFV40516,TOP-965,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5+6.7mm,Clear CZ,Titanium Color,4.56,24.9,57,TFV40516.webp,98
TFV40516G,TOP-966,Threadless Tops,PVD gold color ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5mm,Clear CZ,PVD gold color,4.68,24.9,46,TFV40516G.webp,98
TFV40517,TOP-967,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,8.6*7.5mmTotal,Clear CZ,Titanium Color,5.0,24.9,63,TFV40517.webp,98
TFV40517G,TOP-968,Threadless Tops,PVD gold color ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5mm,Clear CZ,PVD gold color,5.12,24.9,81,TFV40517G.webp,98
TFV40562G,TOP-969,Threadless Tops,PVD gold ASTM F136 titanium threadless top with CZ stones,0.45*4.5MM CZ PR 3*5MM=1 MQ 1.5*3MM=1,Orange/Gree n CZ,PVD gold color,3.56,19.9,41,TFV40562G.webp,98
TFV40563,TOP-970,Threadless Tops,ASTM F136 Titanium Threadless Top,0.45*4.5mm,Rose/Green/ Clear CZ,Titanium Color,3.67,19.9,9,TFV40563.webp,98
TFV50148G,TOP-976,Threadless Tops,PVD gold color ASTM F136 Titanium threadless tops with Clear CZ,5.8*3.8mm totalCZ PR 2*3MM=1,Clear CZ,PVD gold color,3.79,19.9,97,TFV50148G.webp,99
TFV50257,TOP-977,Threadless Tops,ASTM F136 Titanium threadless tops,14.5*7.9mm total0.45*4.5mm,,Titanium Color,4.56,24.9,49,TFV50257.webp,99
TFV50257G,TOP-978,Threadless Tops,PVD gold color ASTM F136 Titanium threadless tops,14.5*8mmTotal,,PVD Gold,4.78,24.9,93,TFV50257G.webp,99
TFV50291,TOP-979,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,"5.5*3.8mm,totalCZ RD 3MM=1 1.5MM=1",Clear CZ/Swarovski Stone,Titanium Color,3.89,19.9,86,TFV50291.webp,99
TFV50291G,TOP-980,Threadless Tops,PVD gold plated over ASTM F136 Titanium threadless top+cubic zircon,5.5*3.8mm totalCZ RD 3MM=1 1.5MM=1,Clear CZ/Swarovski Stone,PVD Gold,4.01,19.9,101,TFV50291G.webp,99
TFV50378G-MIX,TOP-981,Threadless Tops,PVD gold color ASTMF136 Titanium threadless tops with Rose/Light blue/Pink CZ,"11.2*4.1mm,CZ RD 2.5mm=1 BT 2*4mm=1 2*3mm=1",Rose/Light blue/Pink CZ,PVD gold color,3.79,19.9,66,TFV50378G-MIX.webp,99
TFV50378-MIX,TOP-982,Threadless Tops,ASTMF136 Titanium threadless tops with Rose/Light blue/Pink CZ,"11.2*4.1mm,CZ RD 2.5mm=1 BT 2*4mm=1 2*3mm=1",Rose/Light blue/Pink CZ,Titanium color,3.67,19.9,46,TFV50378-MIX.webp,99
TFV50384G-GNPK,TOP-983,Threadless Tops,"PVD gold color ASTM F136 Titanium threadless Top+ cubic zircon white,2#.pink, 35.green",11.5*5.72mm totalCZ RD 2.5MM=1 PR 2*3MM=2 3*4MM=1,Pink/Green/C lear CZ,PVD gold color,4.68,24.9,99,TFV50384G-GNPK.webp,99
TFV50384-GNPK,TOP-984,Threadless Tops,"ASTM F136 Titanium threadless Top+ cubic zircon white,2#.pink, 35.green",11.5*5.72mm totalCZ RD 2.5MM=1 PR 2*3MM=2 3*4MM=1,Pink/Green/C lear CZ,Titanium color,4.56,24.9,100,TFV50384-GNPK.webp,99
TFV50434G-MIX,TOP-985,Threadless Tops,PVD gold color ASTM F136 Titanium threadless Top+Sapphire blue/Clear/Rose CZ,8.05*6.8mm total CZ PR 2*3MM=1 3*4MM=1 MQ 1.5*3MM=2,Sapphire blue/Clear/R ose CZ,PVD gold color,4.68,24.9,108,TFV50434G-MIX.webp,99
TFV50434-MIX,TOP-986,Threadless Tops,ASTM F136 Titanium threadless Top+Sapphire blue/Clear/Rose CZ,8.05*6.8mm total CZ PR 2*3MM=1 3*4MM=1 MQ 1.5*3MM=2,Sapphire blue/Clear/R ose CZ,Titanium color,4.56,24.9,108,TFV50434-MIX.webp,99
TFV50435G-MIX,TOP-987,Threadless Tops,PVD gold color ASTM F136 Titanium threadless Top+Sapphire blue/Rose/Clear CZ,7.9*3.3mm totalCZ RD 1.5MM=1 SQ 2*2MM=1 2.5*2.5MM=1,Sapphire blue/Rose/Cl ear CZ,PVD gold color,3.79,19.9,106,TFV50435G-MIX.webp,99
TFV50435-MIX,TOP-988,Threadless Tops,ASTM F136 Titanium threadless Top+Sapphire blue/Rose/Clear CZ,7.9*3.3mm totalCZ RD 1.5MM=1 SQ 2*2MM=1 2.5*2.5MM=1,Sapphire blue/Rose/Cl ear CZ,Titanium color,3.67,19.9,157,TFV50435-MIX.webp,99
TFV50532-BL,TOP-989,Threadless Tops,ASTM F136 Titanium threadless tops,13.4*5.3mm totalCZ BT2*3MM=1,Sapphire blue CZ,Titanium color,4.78,24.9,80,TFV50532-BL.webp,99
TFV50532G-BL,TOP-990,Threadless Tops,PVD gold color ASTM F136 Titanium threadless tops,13.4*5.3mm totalCZ BT2*3MM=1,Sapphire blue CZ,PVD gold color,4.9,24.9,75,TFV50532G-BL.webp,99
TFV50586,TOP-991,Threadless Tops,ASTM F136 Titanium threadless tops,5.5*4.9mm totalCZ RD 3MM=1,Clear CZ,Titanium color,3.67,19.9,96,TFV50586.webp,99
TFV50586G,TOP-992,Threadless Tops,PVD gold color ASTM F136 Titanium threadless tops,5.5*4.9mm totalCZ RD 3MM=1,Clear CZ,PVD Gold,3.79,19.9,92,TFV50586G.webp,99
TFV50597G-RE,TOP-993,Threadless Tops,PVD Gold ASTM F136 Titanium Threadless Top,7.6*5.5mmTotal；RD 1.8mm,Garnet CZ,PVD gold color,3.79,19.9,92,TFV50597G-RE.webp,99
TFV50597-RE,TOP-994,Threadless Tops,ASTM F136 Titanium Threadless Top,7.6*5.5mmTotal；RD 1.8mm,Garnet CZ,Titanium color,3.67,19.9,100,TFV50597-RE.webp,99
TFV50641,TOP-995,Threadless Tops,ASTM F136 Titanium Threadless Top+cubic zircon,14.5*5mmTotal；RD 1.8mm,Clear CZ,Titanium color,5.0,24.9,103,TFV50641.webp,99
TFV50641G,TOP-996,Threadless Tops,PVD gold color ASTM F136 Titanium Threadless Top+cubic zircon,CZ RD 1.8MM=1,Clear CZ,PVD gold color,5.12,24.9,108,TFV50641G.webp,99
TFV52138-AQ,TOP-997,Threadless Tops,ASTM F136 Titanium threadless Top with clear/Aqua CZ,10.2*7mmTotal；MQ 2.5*5mm=1 2*4MM=3,clear/Aqua CZ,Titanium color,3.44,17.9,95,TFV52138-AQ.webp,99
TFV403121G,TOP-1003,Threadless Tops,PVD golod color ASTM F 136 Titanium threadless Tops,0.45*4.5+6*6.26mm,L-sapphire blue/Clear CZ,PVD gold color,3.56,19.9,1,TFV403121G.webp,100
TFV403122G,TOP-1004,Threadless Tops,PVD golod color ASTM F 136 Titanium threadless Tops,0.45*4.5+4.6mm,Clear CZ,PVD gold color,3.79,19.9,27,TFV403122G.webp,100
TFV403123,TOP-1005,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,5.22*7.18mm； 0.45*4.5mm,Clear CZ,Titanium color,4.11,19.9,34,TFV403123.webp,100
TFV403124,TOP-1006,Threadless Tops,ASTM F136 titanium threadless top with CZ stones,3.95*4.9mm;0.45*4.5mm,Clear CZ,Titanium color,3.67,19.9,67,TFV403124.webp,100
TFV403124G,TOP-1007,Threadless Tops,PVD gold ASTM F136 titanium threadless top with CZ stones,3.95*4.9mm;0.45*4.5mm,Clear CZ,PVD gold color,3.79,19.9,58,TFV403124G.webp,100
TFV403127,TOP-1008,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,4.7*6.9mm;0.45*4.5mm,Clear CZ,Titanium color,3.44,17.9,24,TFV403127.webp,100
TFV404113,TOP-1009,Threadless Tops,ASTM F136 Titanium Threadless Top,"3.29*8.27mm, 0.45*4.5mm",L.Rhodolite/C lear CZ,Titanium color,3.44,17.9,7,TFV404113.webp,100
TFV404116,TOP-1010,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5+4.7mm,L.Rhodolite/C lear CZ,Titanium color,3.67,19.9,24,TFV404116.webp,100
TFV404116G,TOP-1011,Threadless Tops,PVD gold color ASTM F136 Titanium threadless top+cubic zircon,0.45*4.5+4.7mm,L.Rhodolite/C lear CZ,PVD gold color,3.79,19.9,11,TFV404116G.webp,100
TFV404153,TOP-1012,Threadless Tops,ASTM F136 Titanium Threadless Top,0.45*4.5mm,Clear CZ,Titanium color,3.44,17.9,7,TFV404153.webp,100
TFV409164,TOP-1013,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,5*7.5mm；RD 3mm,Clear CZ,Titanium Color,3.44,17.9,104,TFV409164.webp,100
TFV409164G,TOP-1014,Threadless Tops,PVD gold plated over ASTM F136 Titanium threadless top+cubic zircon,5*7.5mm；RD 3mm,Clear CZ,PVD Gold,3.56,19.9,107,TFV409164G.webp,100
TFV501125-AQ,TOP-1015,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,6.5*5.7mm Total；RD 1.2MM=7,Aqua CZ,Titanium Color,3.67,19.9,32,TFV501125-AQ.webp,100
TFV501125-BK,TOP-1016,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,6.5*5.7mmTotal；RD 1.2MM=7,Black CZ,Titanium Color,3.67,19.9,29,TFV501125-BK.webp,100
TFV501125-CL,TOP-1017,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,6.5*5.7mm Total；RD 1.2MM=7,Clear CZ,Titanium Color,3.67,19.9,54,TFV501125-CL.webp,100
TFV501125G-AQ,TOP-1018,Threadless Tops,PVD gold plated over ASTM F136 Titanium threadless top+cubic zircon,6.5*5.7mm Total；RD 1.2MM=7,Aqua CZ,PVD Gold,3.79,19.9,32,TFV501125G-AQ.webp,100
TFV501125G-BK,TOP-1019,Threadless Tops,PVD gold plated over ASTM F136 Titanium threadless top+cubic zircon,6.5*5.7mm Total；CZ RD 1.2MM=7,Black CZ,PVD Gold,3.79,19.9,32,TFV501125G-BK.webp,100
TFV501125G-CL,TOP-1020,Threadless Tops,PVD gold plated over ASTM F136 Titanium threadless top+cubic zircon,6.5*5.7mm Total；CZ RD 1.2MM=7,Clear CZ,PVD Gold,3.79,19.9,46,TFV501125G-CL.webp,100
TFV501125G-GN,TOP-1021,Threadless Tops,PVD gold plated over ASTM F136 Titanium threadless top+cubic zircon,6.5*5.7mm Total；RD 1.2MM=7,Green CZ,PVD Gold,3.79,19.9,47,TFV501125G-GN.webp,100
TFV501125G-MIX,TOP-1022,Threadless Tops,PVD gold plated over ASTM F136 Titanium threadless top+cubic zircon,6.5*5.7mm Total；RD 1.2MM=7,Mix CZs,PVD Gold,4.23,19.9,53,TFV501125G-MIX.webp,100
TFV501125-GN,TOP-1023,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,6.5*5.7mmTotal；RD 1.2MM=7,Green CZ,Titanium Color,3.67,19.9,47,TFV501125-GN.webp,100
TFV501125G-OP17,TOP-1024,Threadless Tops,PVD gold plated over ASTM F136 Titanium threadless top++synthetic opal,"6.65*5.8mm total,CZ RD 1.2MM=7",OP17,PVD Gold,4.68,24.9,42,TFV501125G-OP17.webp,100
TFV501125-PP,TOP-1030,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,6.5*5.7mmTotal；RD 1.2MM=7,Purple CZ,Titanium Color,3.67,19.9,51,TFV501125-PP.webp,101
TFV503150G-MN,TOP-1031,Threadless Tops,PVD gold color ASTM F136 Titanium threadless tops with rainbow moonstone,6.9*6.3mm CZ RD 2.5MM=1,moonstone,PVD gold color,5.56,24.9,25,TFV503150G-MN.webp,101
TFV503150-MN,TOP-1032,Threadless Tops,ASTM F136 Titanium threadless tops with rainbow moonstone,6.9*6.3mm CZ RD 2.5MM=1,moonstone,Titanium Color,5.44,24.9,3,TFV503150-MN.webp,101
TFV503152G-TQB,TOP-1033,Threadless Tops,PVD Gold ASTM F136 Titanium threadless Top+ imit turquoise,7*5.7mm 尖*边CZ TBQ 2.5MM=1,Imit Turquoise,PVD Gold,4.45,19.9,103,TFV503152G-TQB.webp,101
TFV503152-TQB,TOP-1034,Threadless Tops,ASTM F136 Titanium threadless Top+ imit turquoise,"7*5.7mm total, CZ TBQ 2.5MM=1",Imit Turquoise,Titanium Color,4.33,19.9,85,TFV503152-TQB.webp,101
TFV504180,TOP-1035,Threadless Tops,ASTM F136 Titanium Threadless Top,5*7mmTotal；RD 2.5mm,Clear CZ,Titanium Color,3.78,19.9,73,TFV504180.webp,101
TFV504180G,TOP-1036,Threadless Tops,PVD Gold ASTM F136 Titanium Threadless Top,5.1*7mm total 0.45*4.5mm RD 2.5MM=1,Clear CZ,PVD Gold,3.9,19.9,85,TFV504180G.webp,101
TFV505136-BK,TOP-1037,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,"7.4*5.76mm total0.45*4.5mm,CZ RD 3MM=1",Black CZ,Titanium Color,3.44,17.9,105,TFV505136-BK.webp,101
TFV505136G-BK,TOP-1038,Threadless Tops,PVD gold plated over ASTM F136 Titanium threadless top+cubic zircon,7.4*5.76mm total0.45*4.5mm CZ RD 3MM=1,Black CZ,PVD Gold,3.56,19.9,107,TFV505136G-BK.webp,101
TFV505159,TOP-1039,Threadless Tops,ASTM F136 TItanium threadless tops,7.5*3.2mm；RD 1.8mm,Clear CZ,Titanium Color,3.44,17.9,110,TFV505159.webp,101
TFV505187,TOP-1040,Threadless Tops,ASTM F136 TItanium threadless tops,7*3.2mm,,Titanium Color,3.44,17.9,93,TFV505187.webp,101
TFV505187G,TOP-1041,Threadless Tops,PVD gold color ASTM F136 TItanium threadless tops,7*3.2mm,,PVD gold color,3.56,19.9,99,TFV505187G.webp,101
TFV506128-RE,TOP-1042,Threadless Tops,ASTM F136 TItanium threadless tops with Garnet CZ,4.9*6.2mm；CZ: 4mm,Garnet CZ,Titanium Color,3.44,17.9,73,TFV506128-RE.webp,101
TFV506149,TOP-1043,Threadless Tops,ASTM F136 TItanium threadless tops,8*4.5mmTotal；CZ RD 1.8MM=1 1.3MM=1,Clear CZ,Titanium Color,3.44,17.9,113,TFV506149.webp,101
TFV506195-MIX,TOP-1044,Threadless Tops,ASTM F136 TItanium threadless tops,6.7*5mm;CZ RD 1.2MM=3 MQ 2*4MM=1 1.5*3MM=1,L- green/Aqua blue/D- violet/ Clear,Titanium Color,4.33,19.9,74,TFV506195-MIX.webp,101
TFV506197-GNCL,TOP-1045,Threadless Tops,ASTM F136 TItanium threadless tops,7.9*4.3mm；CZ RD 1MM=2 MQ 1.5*3MM=4,L- green/Clear CZ,Titanium Color,4.56,24.9,119,TFV506197-GNCL.webp,101
TFV506203-SACL,TOP-1046,Threadless Tops,ASTM F136 Titanium Threadless Top with CZ Stones,"4*6mmTotal；CZ RD 1.2mm,TP 1.5*1mm=2",Clear/Sapphir e Blue CZ,Titanium Color,3.67,19.9,77,TFV506203-SACL.webp,101
TFY457,TOP-1047,Threadless Tops,ASTM F136 Titanium threadless top+cubic zircon,7*4mm chain≈7-8mm CZ 4*4MM=1,Clear CZ,Titanium Color,6.78,29.9,6,TFY457.webp,101
TFY1101-CL16,TOP-1048,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm,Clear CZ,Titanium Color,3.56,19.9,17,TFY1101-CL16.webp,101
TFY1873,TOP-1049,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm,,Titanium Color,2.0,14.9,28,TFY1873.webp,101
TFY2503,TOP-1050,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm,Clear CZ,Titanium Color,2.78,17.9,8,TFY2503.webp,101
TFY2729,TOP-1051,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm,Clear CZ,Titanium Color,2.11,14.9,32,TFY2729.webp,101
TFY2849,TOP-1052,Threadless Tops,ASTM F136 Titanium threadless tops,0.45*4.5mm,Clear CZ,Titanium Color,2.89,17.9,17,TFY2849.webp,101
TFY4445G,TOP-1058,Threadless Tops,PVD Gold ASTM F136 Titanium Threadless Top,0.45*4.5mm;5.2mm,,PVD gold color,3.79,19.9,83,TFY4445G.webp,102
TFY4517,TOP-1059,Threadless Tops,ASTM F 136 Titanium threadless Tops,0.45*4.5mm CZ RD 1.5MM=1 1.3MM=1,Clear CZ,Titanium Color,5.0,24.9,93,TFY4517.webp,102
TFY4517G,TOP-1060,Threadless Tops,PVD golod color ASTM F 136 Titanium threadless Tops,0.45*4.5+4.8*9mm CZ RD 1.5MM=1 1.3MM=1,Clear CZ,PVD gold color,5.12,24.9,74,TFY4517G.webp,102
